,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail 
13,501838,Teeley Creek Trail #251,https://www.singletracks.com/bike-trails/teeley-creek-trail-251/,4.54,Teeley Creek Trail #251 is a 4.54 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.70497,-121.93187,,,0.0,
14,285659,Lake Sawyer,https://www.singletracks.com/bike-trails/lake-sawyer/,15.0,"This is another web of trails. There are some ladder bridges, drops and other freeride obstacles and plenty of tight and twisty singletrack. No long hard climbs but there are a few steep climbs just as you come around a sharp corners covered in roots.","From Renton take HWY 169 (The Maple Vallye Highway) East towards Black Diamond. After passing through Four Corners look for some power lines. Pass under thoses and then start looking for pull outs to the right. There are several options. You can also turn right onto 288th and park in the small area directly to the left. 
",Black Diamond,Washington,United States,47.32990,-122.01023,Beginner,Night riding allowed,4.33,https://images.singletracks.com/blog/wp-content/uploads/2016/03/photo4-orig.jpg
15,411474,Big Creek Trail #252,https://www.singletracks.com/bike-trails/big-creek-trail-252/,2.12,Big Creek Trail #252 is a 2.12 mile mountain bike trail. No motorized use from March 1 to June 30.,See map.,Eatonville,Washington,United States,,,,,0.0,
16,276190,Kid's Loop,https://www.singletracks.com/bike-trails/kids-loop/,1.0,A cross country fitness trail suitable for kids and parents alike,Starting from the new 169 Parking Lot head east past the kiosk and take the first left.  Trail will flow in a clockwise direction bring you back to almost where you started.,Black Diamond,Washington,United States,47.33607,-122.01339,,Restrooms,0.0,https://images.singletracks.com/blog/wp-content/uploads/2016/07/169Lot1-orig-scaled.jpg
17,276189,Kathleen's Traverse,https://www.singletracks.com/bike-trails/kathleens-traverse/,1.0,This is a connector trail.  You can access many of the trails of Black Diamond Open Space from this trail.,"Starting at the new 169 Parking Lot, ride past the kiosk and take the first right, which is Kid's Loop.  Ride the loop about half way around and you will find where the Kathleen's Traverse takes off at a hard left.",Black Diamond,Washington,United States,47.33670,-122.01162,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2016/07/KathleensTraverse1-orig-scaled.jpg
18,493378,Grassy,https://www.singletracks.com/bike-trails/grassy-2/,0.14,Grassy is a 0.14 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
19,503036,Brain Wave,https://www.singletracks.com/bike-trails/brain-wave/,0.45,Brain Wave is a 0.45 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
20,437940,Brain Bucket,https://www.singletracks.com/bike-trails/brain-bucket/,1.06,Brain Bucket is a 1.06 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
21,493398,Greenwood Lake Trail #253,https://www.singletracks.com/bike-trails/greenwood-lake-trail-253/,3.51,Greenwood Lake Trail #253 is a 3.51 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.66184,-121.91618,,,0.0,
22,489065,Fresh Squeezed,https://www.singletracks.com/bike-trails/fresh-squeezed/,0.95,Fresh Squeezed is a 0.95 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
23,486485,Dirt Road,https://www.singletracks.com/bike-trails/dirt-road/,0.4,Dirt Road is a 0.4 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
24,501674,Schrader,https://www.singletracks.com/bike-trails/schrader/,0.18,Schrader is a 0.18 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
25,495592,Humpty Dumpty,https://www.singletracks.com/bike-trails/humpty-dumpty/,0.17,Humpty Dumpty is a 0.17 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
26,502852,Big Beaver,https://www.singletracks.com/bike-trails/big-beaver/,1.44,Upper Beaver Loop is a 1.44 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
27,502891,'Lil Red,https://www.singletracks.com/bike-trails/lil-red/,0.11,'Lil Red is a 0.11 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
28,402537,Bali To Ponds,https://www.singletracks.com/bike-trails/bali-to-ponds/,0.06,Bali To Ponds is a 0.06 mile mountain bike trail.,See map.,Black Diamond,Washington,United States,47.34817,-122.00081,,,0.0,
29,282456,Henry's Ridge,https://www.singletracks.com/bike-trails/henrys-ridge-6170/,8.0,"I think the best way to ride the trails is to just ride around them and explore until you get familiar with them. There really isn't enough space to get lost too badly. It is pretty good singletrack riding and is good for all levels of riders. If you get bored of these trails, you can ride over to the Summit Ridge area for more fun.",Driving north on 169 from Black Diamond turn right on 276th. Follow the road until you come to a water tower. Make a right onto the road across the street from the water tower (253rd Pl.). Go past 279th Pl. and you can hop onto the trails on the left.,Maple Valley,Washington,United States,47.35061,-122.00306,Intermediate,,4.0,https://images.singletracks.com/blog/wp-content/uploads/2015/08/IMAG0598-orig-scaled.jpg
30,498907,Ogre,https://www.singletracks.com/bike-trails/ogre/,0.23,Ogre is a 0.23 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
31,500506,Rabbithole,https://www.singletracks.com/bike-trails/rabbithole/,0.15,Rabbithole is a 0.15 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
32,411425,Big Bad Wolf,https://www.singletracks.com/bike-trails/big-bad-wolf/,0.27,Big Bad Wolf is a 0.27 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
33,493313,Gnome,https://www.singletracks.com/bike-trails/gnome/,0.37,Gnome is a 0.37 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
34,498735,Lorax,https://www.singletracks.com/bike-trails/lorax/,0.06,Lorax is a 0.06 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
35,486457,Derailer,https://www.singletracks.com/bike-trails/derailer/,0.56,Derailer is a 0.56 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
36,502893,Water Tower Access Road,https://www.singletracks.com/bike-trails/water-tower-access-road/,0.22,Water Tower Access Road is a 0.22 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
37,364896,Allen Mountain Trail #269,https://www.singletracks.com/bike-trails/allen-mountain-trail-269-1589471131/,3.3,Allen Mountain Trail is a 3.3 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.65669,-121.84326,,,0.0,
38,281943,Taylor Mountain Forest,https://www.singletracks.com/bike-trails/taylor-mountain-forest/,10.0,Great trails.,There is a small gravel lot off of 276th Ave SE near the intersection with SE 188th St. Roadside shoulder parking is also available.,Seattle,Washington,United States,47.43294,-121.97117,Intermediate,Night riding allowed,2.0,https://images.singletracks.com/blog/wp-content/uploads/2016/09/20160910_14595514683-orig-scaled.jpg
39,278846,Lake Youngs,https://www.singletracks.com/bike-trails/lake-youngs/,9,"mostly loose gravel, features multiple ups and downs some of which quiet steep, couple of miles could be called ""singletrack replica""",intersection of 148th Ave. and 183rd St.,Kent,Washington,United States,47.43751,-122.14385,Easiest,Restrooms,3.5,https://images.singletracks.com/blog/wp-content/uploads/2016/07/20160715_122514-orig-scaled.jpg
40,287351,Rattlesnake Mtn,https://www.singletracks.com/bike-trails/rattlesnake-mtn/,20.0,Nine mile uphill climb to the top at 3500'.,Just off the intersection of I-90 and Highway 18. ,North Bend,Washington,United States,47.43369,-121.76812,,Night riding allowed,3.0,https://images.singletracks.com/blog/wp-content/uploads/2005/04/1114137846-orig.jpg
41,287016,South Seatac,https://www.singletracks.com/bike-trails/south-seatac/,7.0,"The area was an old housing development till the planes got to loud and the houses had to be moved. There is a combination of old roadways and single track. There is slightly rolling terrain, with enough technical sections to keep it interesting. If you look there are a few jumps and an occasional small drop.",I-5 to the 200th Street exit. Follow 200th west across Highway 99.  The entrance is atthe bottom of a steep hill. On your right will be Tyee Golf course. The entrance is on the left.,Seatac,Washington,United States,47.42252,-122.30591,Beginner,,3.29,https://images.singletracks.com/blog/wp-content/uploads/2013/11/mobile-1383455424-0-orig.jpg
42,498753,Lower No Service,https://www.singletracks.com/bike-trails/lower-no-service/,0.53,Lower No Service is a 0.53 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
43,498878,No Service Jump line,https://www.singletracks.com/bike-trails/no-service-jump-line/,0.6,No Service Jump line is a 0.6 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
44,495816,Invictus,https://www.singletracks.com/bike-trails/invictus/,0.81,Invictus is a 0.81 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
45,274548,Predator,https://www.singletracks.com/bike-trails/predator/,1.43,Challenging trail.,Tiger mountain. See map.,Issaquah,Washington,United States,47.46642,-121.93091,,,0.0,
46,287937,Tiger Mountain,https://www.singletracks.com/bike-trails/tiger-mountain/,20.0,"Overview:

With many miles of mountain biking trails spanning a wide variety of skill levels and physical challenge - including a bona fide double-diamond DH trail and killer views of Mount Rainier from the summit - Tiger Mountain is one of Seattle's most popular mountain biking destinations.

All trails are open year round, but during the winter months or after significant weather events, the trails are subject to closures: check for updates on this page and on the DNR's Tiger Mountain page here.

There are also many miles of logging roads that are open all year long, but these too may be closed (typically for timber harvest).  Check the DNR link above.
Alert

3 New Trails Open on East Tiger Mt: ""Easy, Tiger"" , ""The Legend"" and ""MegaFauna"" form a lollipop loop off of the Northwest Timber trail. Easy Tiger is a green level 2-way trail that will primarily be used as the return path for The Legend, the more difficult black diamond descent. MegaFauna is a gnarly double black diamond descent.Construction of extensions to the trails will continue this fall. Eventually Easy Tiger will connect all the way to the Raging River State Forest!","Travel West on Hwy 18 from I-5, or East on Hwy 18 from I-90.  There is a gravel parking lot on the North side of the hwy at the crest of Tiger Mountain.  It is apporimately 4 miles from the junction of I-90 and Hwy 18, or about 20 miles from the junction of I-5 and Hwy 18.",Issaquah,Washington,United States,47.46627,-121.93123,Intermediate,"Night riding allowed, Restrooms",4.65,https://images.singletracks.com/blog/wp-content/uploads/2018/05/20180507_123730-orig-scaled.jpg
47,449405,Connector Trail,https://www.singletracks.com/bike-trails/connector-trail-2/,0.39,Connector Trail is a 0.39 mile mountain bike trail.,See map.,Issaquah,Washington,United States,47.46828,-121.93624,,,0.0,
48,495841,Iverson Railroad Trail,https://www.singletracks.com/bike-trails/iverson-railroad-trail/,1.91,Iverson Railroad Trail is a 1.91 mile mountain bike trail.,See map.,Issaquah,Washington,United States,47.46823,-121.93640,,,0.0,
49,280627,Preston Railroad Grade Trail,https://www.singletracks.com/bike-trails/presenton-railroad/,3.23,"One of the few neighborhood mountain trails in the Seattle area still open to mountain bikers is Tiger Mountain. Thus, it's quite popular. The trail has a lot to offer: The forest roads lead up to the singletrack, which in turn leads to the woods, over technical trails shaded by a thick canopy of trees. The singletrack at Tiger Mountain is a great training ground for those learning how to ride technical trails and is especially challenging on wet days. Preston Railroad Grade is also fast but more technical than the Summit Trail, with roots, rocks, some gnar sections and some switchbacks.  It requires very little pedaling in the downhill direction, but can be ridden either way.  It's a challenge in the climbing direction!  Blue Square on the way down, Black Diamond for the way up.","From Seattle take I-90 East to Highway 18. Continue South on Highway 18 for 4.4 miles, until you reach East Tiger Summit on your right. There are two main parking areas, both accessed from the highway 18 summit. The upper area is gated and is locked at 8:00 PM per the sign on the gate. This area also includes pit toilets. The road to the upper area travels travels west just above the lower parking lot.",Seattle,Washington,United States,47.48958,-121.95193,,"Fat biking allowed in winter, Restrooms",0.0,https://images.singletracks.com/blog/wp-content/uploads/2017/10/IMG_0179-orig-scaled.jpg

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,285850,Bull Creek Conservation Area,https://www.singletracks.com/bike-trails/bull-creek-conservation-area/,9.0,"Terrain:  Wetlands that border the St. Johns River.  Open to hunting.  Call first (407-846-5311 or 407-984-4940) for information on hunting status.

The 23,500 acres of Bull Creek are under the management of the St. Johns River Water Management District.  There is an 8.5 mile loop road, an old railroad tram, and trails including a dike trail through this area.  It would be best to go in here only after a prolonged dry spell according to my informants. ","Take I-4 to the Florida Turnpike. Head South on the Turnpike and exit at St. Cloud-192.  Continue East through St. Cloud and approximately 3 - 5 miles past Holopaw Junction turn right on Crabgrass Road.  Follow the signs to the entrance.
",St. Cloud,Florida,United States,28.08316,-80.96223,Easiest,,2.5,
1,274381,Moccasin Island Trail,https://www.singletracks.com/bike-trails/moccasin-island-trail/,13.0,"All double track. The terrain varies between sand, soft grass, soft pack, mud, and hard pack. This is not a technically challenging trail, but a good way to get some miles in. This is a hiking/hunting/bike/running trail. Expect to see a lot of people, cows, and wildlife.",Trailhead is at the northernmost end of Wickham Road.,Viera,Florida,United States,28.23007,-80.81112,Easiest,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2020/05/mobile-1590325627-orig-1.jpg
2,274354,Viera Wetlands,https://www.singletracks.com/bike-trails/viera-wetlands/,3.0,"This is a flat gravel road. The outer loop is 2 miles long and the inner loop is 1 mile. Combined they make a 5k (3.1 mile) loop. There is nothing challenging, but there are many birds, turtles, frogs, snakes, and alligators to see in the wetlands.",Take Wickham Road north up to the Water treatment facility. The entrance is between The facility and the remainder of Wickham Road.,Viera,Florida,United States,28.22841,-80.75984,Easiest,Restrooms,3.0,https://images.singletracks.com/blog/wp-content/uploads/2019/04/mobile-1554656800-orig.jpg
3,288263,Wickham Trails,https://www.singletracks.com/bike-trails/wickham-trails/,8.0,alot of things to climb and even some big jumps just go out there and have some fun.DON`T FORGET YOU`RE CAMEL BACK YOU MIGHT GET LOST!!!!!!!!!!,Go off I-95 at the suntree exit.Drive until you pass a school that looks like a factory and turn left at the stop light (post road).Go to the first stop light and turn right like you are going to go to the other school near there but keep going strait.You are going to go into a big parking lot and look off to the left and you will see a big pavillion.Park near there and you will see a gate just ride through the bike path and you will ride down a trail and end up in a park just look around for trail entrances and you`ll be there all day,Melbourne,Florida,United States,28.16353,-80.65955,Beginner,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2002/12/172-1221453517-orig.jpg
4,285852,Hal Scott Preserve / Econlockhatchee River,https://www.singletracks.com/bike-trails/econlockhatchee-river-the-hal-scott-preserve/,15.0,"Terrain: Flat pine woods and oak hammocks.  No real bicycle trails but the doubletrack roads are firm and rideable.  No hunting allowed.

The Hal Scott Preserve consists of 4600 acres bisected by the Econlockhatchee River.  There are approximately 15 miles of good fireroads to explore. Cross the Econlockhatchee on the bridge at Curry's Ford, by wading across wherever it is shallow, or by attempting to make your bike swim!  If you're into bird watching I hear it's good (with kites, ospreys, bald eagles and more ""swimming in the sky"").","Take SR 50 East from Orlando to SR 520.  Continue 1 mile on 520 to the Wedgefield subdivision and turn right on Maxim Parkway.  Turn left on Bancroft, right on Meredith and left on Dallas.  The Hal Scott Preserve will be on the right after the power lines.",Orlando,Florida,United States,28.48636,-81.09580,Easiest,,2.71,https://images.singletracks.com/blog/wp-content/uploads/2015/10/imagejpeg97417-orig-scaled.jpg
5,274379,Ulumay Sanctuary,https://www.singletracks.com/bike-trails/ulumay-sanctuary/,6.0,"There used to be some single track on the last mile of the west trail, but it's now only a long fire road. The east trail is shorter, but at the end (1.55 miles) there is a rough single track that leads to a residential neighborhood. This is not a challenging trail, but there is plenty of wildlife and a good way to get some miles in.",The main trailhead is on the west side of Old Audubon Road in Merritt Island. Just off of Sykes Creek Pkwy.,Merritt Island,Florida,United States,28.40320,-80.66256,,,0.0,

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,277912,Thetford Academy Flow Trail,https://www.singletracks.com/bike-trails/thetford-academy-flow-trail/,1.0,"Opened to the public October 12, 2019.",See map.,Thetford,Vermont,United States,43.81476,-72.22929,,,0.0,
1,285223,Hunt Mountain Trails,https://www.singletracks.com/bike-trails/hunt-mountain-trails/,4.0,Option 2 is your best bet for fast flowy downhill with huge bumps that you can catch air nice rock drops  pictures coming soon,"from interstate 91 get off at exit 18 and turn right on bimson road, then turn left on monroe road over the bridge into new hampshire, then turn right on route 135 until u come to the town. when the road splits veer left on plains road. then drive to the top of the hill till the road turns to gravel (note: you might need a 4wd vehicle this is a class 3 road) take a left up the mountain till you reach the summit and the powerlines. you can park here and ride off to the left and follow the road you might have to walk the first hill its incredibly steep. then you have 4 options:<br />
<br />
1. follow the powerlines the whole way down to coppermine road, lots of good rock drops and nice climbs and when you get to the road take  a left and follow the road the whole way till you get back to plains road and take a left back up the mountain.<br />
 <br />
2. follow the powerlines until you see a maked trail off to the left that desends down extremely good downhill then follow the trail makers down to plains road.<br />
<br />
3.  follow the powerlines and veer right onto a nice trail to the woods and follow it till you get back to the powerlines and down to coppermine nice twisty fire road very fast.<br />
<br />
4. this connects with option 2 but its all flat for the first time follow the powerlines until you see the 2nd marked trail on the left and follow it down.",Monroe,New Hampshire,United States,44.28819,-72.01227,Advanced,,3.33,
2,287766,Tucker's Trail,https://www.singletracks.com/bike-trails/tuckers-trail/,9.0,"Tucker's trail will be enjoyable to all single track riders, beginners will have to walk parts of it, experts will be totally entertained.  The views are spectacular, and the forest is beautiful.  In addition to this trail there are over 50 miles of interconnecting single track, and then hundreds of miles of double track","I-93, exit 38, go through blinking light to Harvard St, go to end of road, trail starts at Fox Hill Park.  Head up fairly steep hill, about 200 vertical feet, at about 100 feet past the height of land there is a junction, go either way, because it's a loop.  Remember to turn the opposite way you chose when coming upon other junctions otherwise you won't come back to the starting point.  When you get to a cul de sac, just continue across, the trail continues on the other side.  Enjoy volkswagon rock!",Franconia,New Hampshire,United States,44.22368,-71.74132,Expert,,4.0,https://images.singletracks.com/blog/wp-content/uploads/2014/05/mobile-1399857678-orig.jpg
3,282228,Franconia Recreational Trail,https://www.singletracks.com/bike-trails/franconia-recreational-trail-6406/,20.0,"The Franconia Notch State Park Recreational Trail is a paved trail that parallels Franconia Notch State Parkway, and the scenic pemigewasset brook. The 20 mile round trip brings riders within easy reach of park <br />
Attractions including the Flume Gorge, the Old Man of the Mountain Profile, Profile Lake, Boise Rock, the Basin, Cannon Mountain Aerial Tramway and Echo Lake. There's no fee for the use of the bike path. The Path Starts at the Flume parking lot, and ends just north of Cannon Mountain.","9 Franconia Notch Pkwy, Franconia, NH",Franconia,New Hampshire,United States,44.09688,-71.68214,Easiest,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2013/05/424580_10151051284270098_371361972_n-0-orig.jpg
4,282402,Ricker Pond State Park,https://www.singletracks.com/bike-trails/ricker-pond-state-park/,15.0,Groton Forest offers excellent mountain biking.,"From Groton: Go 2 mi. W on U.S. 302, then 2-1/2 mi. NW on VT 232.",Groton,Vermont,United States,44.24361,-72.24925,,,0.0,
5,279693,Storrs Pond Recreation Area,https://www.singletracks.com/bike-trails/storrs-pond-recreation-area/,5.0,Great mountain bike trails.,NH,Hanover,New Hampshire,United States,43.72290,-72.26257,,,0.0,
6,284910,Fox Park,https://www.singletracks.com/bike-trails/fox-park/,10.0,"Let me start off by saying I wish someone would GPS this trail.  You can get lost in Fox Park quite easily (I do all the time), so give yourself a big window of time.  Also, please don't pay too much attention to the trail length I gave.  I honestly can't tell you how far back this goes.  <br />
<br />
This place has a good bit of variety, but it is mostly rocky/root-y single track that you'll be crawling up or flying down.  There are some features mixed into the trails.  A large 15+ foot log with the top hacked flat crosses a stream, a rather arbitrary boardwalk which reaches about 10 feet tall x 30 feet long you can ride down through the pine trees, and a dirt jump section which includes a few smaller jumps, an inclined log, some random log I think you're supposed to hop onto, and the coolest thing, a 3 foot high jump which throws you onto a steep decline at the bottom of which begins a 20 foot boardwalk/ramp that ends with a 6 - 7 foot gap.  I ate dirt my first and only time, and my shin's still numb from where I banged it on the ground.  So, Fox Park definitely has some cool stuff and it needs to really be explored!  A lot of stream crossings could be cause for some more bridges, because I find myself walking across more than riding through.<br />
<br />
The best strategy, I think, is to climb to the highest point you can, which inevitably leads to the dirt jump section ... maybe.  Honestly, someone needs to map that place.  It's also a place where some swamp walks could be a huuuuuuuuuuge benefit.  Anybody looking to develop a trail, check out Fox Park!","From I-93 North or South, take exit 25 and turn right.  Once you hit the traffic circle, take the third exit and drive through town.  The road will fork right after the post office, and so you want to continue right.  Watch out for college students and pedestrians!  Go up the hill, past the bank, and take a left at the blinking yellow light onto Langdon St.  Continue through a four-way stop, and you want to take a right following the funeral home.  The Fox Park parking lot is on your left.  There are a few entrances to the trail, but the best way I think is to ride your bike past the playground and pavilion.  Should be one trailhead that starts there.",Plymouth,New Hampshire,United States,43.75234,-71.69273,Advanced,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2010/04/Fox-Park-0-orig.jpg
7,284906,Gyro,https://www.singletracks.com/bike-trails/gyro/,2.0,"Alright, so the first trail on the right leads to this small dirt bowl with some smaller jumps (big enough for me) where you can have some fun.  In the middle of the bowl, if you take a left, you'll hit some of the fastest single track in the Gyro, which has wider turns, is mostly flat, and with some nice dips here and there.  Also a  long 2 x 4 that clears a gap you can skip if you're not comfortable with it.  Follow the track and it will come out close to the river (this is also where one of the other trails connects, so be on the lookout for other bikers).  Take the track along the lake and continue on (you'll see some smaller dirt jumps), ride over the see-saw, and you'll be out of the system and amidst some small houses.  You're back out on the road.  Take a right, and you can go back to the gas station.<br />
<br />
The second trailhead on the right begins the twistier single track where you'll have to watch your handlebars and weasel through some tighter spots.  This track is the longest, goes all over the place, comes out close to the river, but then turns back into the woods.  The trail will pass through a clearing and end up where that first trail comes out.  You can either continue on toward the river and finish out on the road, or you can turn on the faster single track and end your trip with the dirt bowl and come back out on the dirt service road. The trail on the left is not very twisty, it's quite short (fun too), and will pass by an impressive BMX/DJ section, before coming out in the parking lot of the first gas station you had earlier passed.  Try to turn it all into a big loop! <br />
<br />
Optional: If you want, keep taking that dirt service road back, go over an old bridge with holes in it, and into a field.  Best in the springtime when the grass is lower, but still very Little House on the Prairie any time of year.  If you see ATV/bike tracks, follow them and watch out for animal dwellings.  This leads (hopefully) to gravel road that you climb to a paved road.  Take a left, go down the road, take another left onto the next road (175), and ride back into Plymouth.  ","This one's super easy.  On I-93, North or South, take exit 25 and turn right.  You'll pass by two gas stations on your left.  Across from the second gas station is the road that leads to Plymouth State's gym parking lot, in which there is a guest section (no overnight parking).  Get on your bike, get back to the main road, and cross over to the gas station.  Take a left, see the service road between the two gas stations, and get on it.  Keep on going and you'll see a trail on the right ... then a trail on the left, then another trail on the right.  ",Plymouth,New Hampshire,United States,43.75829,-71.68346,Beginner,,4.33,https://images.singletracks.com/blog/wp-content/uploads/2011/07/1287-0-orig.jpg
8,279699,XC Ski Loop,https://www.singletracks.com/bike-trails/xc-ski-loop/,4.0,"Around the uphill XC Ski loop, to screamin downhill, back on unknown trails, connecting to frankensteins folly and back to parking lot","Oak Hill or Storr's Pond Recreation Center in Hanover, NH",Hanover,New Hampshire,United States,43.72290,-72.26257,,,0.0,
9,279698,Double Track,https://www.singletracks.com/bike-trails/double-track/,1.0,out and back,up from parking lot on obvious road,Hanover,New Hampshire,United States,43.72254,-72.26280,,,0.0,
10,282401,Stillwater State Park,https://www.singletracks.com/bike-trails/stillwater-state-park/,20.0,Designated multi-use trails.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on Vt. 232, then 1/2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.27989,-72.27430,,,0.0,
11,282411,Boulder Beach State Park,https://www.singletracks.com/bike-trails/boulder-beach-state-park/,14.0,Great mountain biking area.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on VT 232, then 2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.27989,-72.27430,,,0.0,
12,282416,Big Deer State Park,https://www.singletracks.com/bike-trails/big-deer-state-park/,13.0,Good riding in this park.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on VT 232, then 1-1/2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.28926,-72.26797,,,0.0,
13,271888,Blue Ribbon trail,https://www.singletracks.com/bike-trails/blue-ribbon-trail/,16.0,Ride up to the fire tower. Then descend the ridge trail. Ride down to the Sector 5 trails or exit to the road.,Gile mountain parking lot.,Norwich,Vermont,United States,43.72483,-72.31478,,,0.0,
14,274741,Parker Mountain / Gardner,https://www.singletracks.com/bike-trails/gardner/,6.0,This trail is a beautiful beast that is as techy as tech gets.  You will come away a better mountain biker.,Top of School Street,Littleton,New Hampshire,United States,44.31444,-71.77048,Intermediate,Fat biking allowed in winter,5.0,
15,286415,Moore Dam,https://www.singletracks.com/bike-trails/moore-dam/,3.0,"The trail is suited for most all abilities. It will chanllange advanced and expert riders and be a great variety of terrain for all abilities. There are nice rolling sections for beginers, mild climbs, stream and ditch crossings, on many different bridge types. The trail goes from smooth to rooty and technical, back to smooth and very twisty.  Great challange for all.",Take I93 to exit  43  and then take a left (from either north or south bound) off the exit ramp. Continue on Rt 135 north for about 500 ft - 1000 ft. and take left onto Old waterford road. Continue to the end of road about 1 mile and park in the upper lot of the boat launch area. You will see signs for the trail on the left side of the lot. ,Littleton,New Hampshire,United States,44.33982,-71.83698,Intermediate,,4.25,https://images.singletracks.com/blog/wp-content/uploads/2017/12/C49A5E0D-D9AD-438B-919C-A5254F84E5CFjpeg-orig-scaled.jpg
16,282410,Kettle Pond State Park,https://www.singletracks.com/bike-trails/kettle-pond-state-park/,13.0,Great mountain biking.,"From I-91N (Exit 17): Take a left onto US-302 west, go 8.7 miles.  Turn right onto VT-232N. Travel 7.5 miles and Kettle Pond is on the left.",Groton,Vermont,United States,44.29373,-72.30768,,,0.0,
17,279696,Boston Lot,https://www.singletracks.com/bike-trails/boston-lot/,30.0,"This trail system consists of many small trails that connect. It can be confusing to navagate, so be sure you have a map on paper or your phone ( paper maps an advice on what trails to take ar available at Mason Racing Cycles in Lebanon). There is a few miles of beginer trails with a small skill park. Once you get further from the trail head, the trails get harder. There is lots of clasic New England gnar, a few drops and jumps, and some steep rock rolls.","From the town of Lebanon, drive east down Mascoma st. Right after crossing the highway you turn right at Top Stitch Embroidery, the trail head is down the dirt road next to it, and is behind a bunch of piles of dirt and gravel.",Lebanon,New Hampshire,United States,43.67224,-72.26831,Advanced,,4.75,
18,282403,New Discovery State Park,https://www.singletracks.com/bike-trails/new-discovery-state-park/,15.0,Great rides in Groton Forest.,"From Groton: Go 2 mi. W on U.S. 302, then 9-1/2 mi. NW on VT 232",Marshfield,Vermont,United States,44.32040,-72.29030,,,0.0,
19,283155,Pain In The N.E.K. 2012,https://www.singletracks.com/?post_type=bike-trails&p=283155,50.0,"Hard packed dirt roads, double track, empasis on stepness","Start in Danville, Vt.   Find the steepest fkn dirt roads and dont stop.",Danville,Vermont,United States,44.40948,-72.13980,,,0.0,
20,279692,Eastman Pond,https://www.singletracks.com/bike-trails/eastman-pond/,4.0,Great mountain bike trails on the shores of Eastman Pond.,NH,Hanover,New Hampshire,United States,43.52735,-72.12490,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2017/05/IMG_0038-orig-scaled.jpg
21,279697,West Side,https://www.singletracks.com/bike-trails/west-side/,4.0,"rocky, relatively flat","from west cove, out doubletrack along west edge of lake",Grantham,New Hampshire,United States,43.52735,-72.12490,,,0.0,
22,276319,Switchback,https://www.singletracks.com/bike-trails/switchback-11989/,6.0,Small network of fun and pretty flowy trails.,Plainfield elementary school,Plainfield,New Hampshire,United States,43.54328,-72.26738,Advanced,Fat biking allowed in winter,3.5,
